,primary,am,ur,psych,infreq,freq_no_cst,freq_cst,rm,sex,age,iter_num
0,0.0006503841834237835,1.4839844975191093e-06,6.894727888751284e-05,0.014958459401531008,0.013612416547454407,0.011177051373761245,0.00014470124777031868,9.9152870820982e-06,male,32,2
0,0.0006287287722110049,1.434573248989061e-06,6.633035866576435e-05,0.014392971855200155,0.013139680151954334,0.01070786804623788,0.00013972992925777325,9.58020013955163e-06,male,42,2
0,0.0006614014736855824,3.2654297512546085e-06,0.00010274343284825998,0.012039431138530681,0.0072112214807446805,0.011913588352446255,0.00015504448812390112,5.948246576031522e-05,female,21,2
0,0.0006614014736855824,3.2654297512546085e-06,0.00010171283006350204,0.011939688884504768,0.007189702543350696,0.01173906151572612,0.0001542696460211291,5.921403868622551e-05,female,27,2
0,0.0006463370149573859,3.1910544532325403e-06,9.98807585078975e-05,0.011720408841528036,0.007043576359571702,0.011545939142838897,0.00015141881023644072,5.81126298018788e-05,female,32,2
0,0.0006248163596313908,3.0848040274867284e-06,9.613088911543039e-05,0.01129074419711616,0.0068036752182731725,0.011086015002915037,0.0001462263724122694,5.615093506827057e-05,female,42,2
0,0.0008274199834231016,1.0867183127594695e-05,7.405384736592441e-05,0.02107907906466443,0.01595385736877193,0.012111634053421892,0.00014498762339283506,1.9839704879011924e-05,male,21,3
0,0.0008274199834231016,1.0867183127594695e-05,7.337703923587742e-05,0.020876415887004736,0.01586209776787425,0.011941837144561356,0.00014453927416052114,1.9637524561358657e-05,male,27,3
0,0.000808574192043617,1.0619665941391345e-05,7.210371740927878e-05,0.020537602291980088,0.015576263091116725,0.011748107891504453,0.000141588688628785,1.928638570222801e-05,male,32,3
0,0.0007816516329300668,1.0266069961100847e-05,6.943964572488502e-05,0.019781622955817455,0.015039681922153655,0.01127308100719177,0.0001367595904896107,1.8576396536124662e-05,male,42,3
0,0.0008240800921538808,2.498730378735892e-05,0.00015906150112849626,0.018516243867290942,0.009238864750729225,0.012534861711470209,0.00015139370152924872,4.8734670240164196e-05,female,21,3
0,0.0008240800921538808,2.498730378735892e-05,0.0001576587178999333,0.018380495926718962,0.009214546784888545,0.012362694154436953,0.00015093516229135564,4.824536167221456e-05,female,27,3
0,0.0008053103720505931,2.4418178646865925e-05,0.00015479580337890853,0.01804477081198081,0.009024310684792607,0.012163307609768637,0.00014787365199080032,4.738471715554193e-05,female,32,3
0,0.0007784964861887532,2.3605142731875942e-05,0.00014911238141606997,0.01739561886234023,0.008717288727164103,0.01169066345365034,0.00014283642786281226,4.5683017523825696e-05,female,42,3
0,0.000851620284387276,2.7668527460495444e-05,9.346169284659502e-05,0.016067414999434718,0.014904565912752434,0.009385728459381354,0.0001293356834579471,5.936624797268553e-06,male,21,4
0,0.000851620284387276,2.7668527460495444e-05,9.254016254788426e-05,0.01589043657220715,0.01479857770246024,0.009245109790763513,0.00012869079245911131,5.834879267291649e-06,male,27,4
0,0.0008322232930942903,2.7038333234171794e-05,9.097709111796603e-05,0.01565273046136812,0.014549644799205577,0.00909202634049865,0.00012628293661557524,5.796214109229925e-06,male,32,4
0,0.0008045133055328821,2.613805576799515e-05,8.757742458597537e-05,0.01507402744244521,0.014044969710344959,0.008710256401014608,0.00012194494161451911,5.594292118445917e-06,male,42,4
0,0.0008500647544708024,2.904000694843433e-05,0.0002436510626865582,0.01254865943438871,0.008981268886681913,0.009609405106662054,0.00013416142644441067,1.239147517212766e-05,female,21,4
0,0.0008500647544708024,2.904000694843433e-05,0.0002414827458018278,0.01246052250914678,0.008952273444610229,0.009468860911785268,0.00013350004071021855,1.2181233693497554e-05,female,27,4
0,0.0008307031928179966,2.8378575119890817e-05,0.0002370590396500435,0.012227544868289541,0.008772319265674733,0.009313174338478648,0.00013102471781769462,1.210087244106163e-05,female,32,4
0,0.000803043819028274,2.743367250768579e-05,0.0002283034918840504,0.011788350637550701,0.008473306990843215,0.008942445589419552,0.00012653264046092307,1.1682433621317526e-05,female,42,4
0,0.0004726712854460257,9.11742689497803e-06,0.00016688963944328454,0.055894910913402776,0.01396853058496935,0.009316002615174516,0.00011740214022750638,2.976968349802081e-05,male,21,5
0,0.0004726712854460257,9.11742689497803e-06,0.00016517429351757074,0.05519236057863641,0.013865919874698967,0.009175201050644732,0.00011679267712151773,2.9290197531388838e-05,male,27,5
0,0.000461905453564934,8.909763158758356e-06,0.00016241380935198385,0.054422445634838695,0.01363558014992689,0.009022735029149952,0.00011462903175204872,2.907411179949183e-05,male,32,5
0,0.00044652569373480297,8.613100678444536e-06,0.0001563021175302754,0.05237601712200052,0.013162115196849712,0.008641748601028898,0.00011068837803076364,2.807282000195432e-05,male,42,5
0,0.0004707474742272411,1.38826111532484e-05,0.0001538393478747841,0.04251644416076089,0.00790579357290072,0.00962393532875899,0.00011606002951005325,7.00890462033519e-05,female,21,5
0,0.0004707474742272411,1.38826111532484e-05,0.0001524297290979607,0.04215790411823099,0.007880478507369166,0.009482012841971327,0.00011548814838724467,6.896641844908116e-05,female,27,5
0,0.0004600254601721737,1.3566412851493284e-05,0.00014963016463759025,0.041392302975941084,0.007721879621738696,0.009324694975869817,0.00011334655194082933,6.845865064730535e-05,female,32,5
0,0.0004447082972363633,1.3114700991843118e-05,0.00014406678202857605,0.0398725235849938,0.007458694427535909,0.008951208598848251,0.00010946058613197493,6.611470516672102e-05,female,42,5
0,0.0008256920897694314,9.753835470970536e-06,6.564314371749612e-05,0.012835971164960241,0.018274017103696114,0.014611477355732537,0.00017540022535201245,9.682963464627774e-06,male,21,6
0,0.0008256920897694314,9.753835470970536e-06,6.498362328589043e-05,0.012732630701295098,0.01814965055623741,0.014398390541257407,0.00017482268675490895,9.572584584962422e-06,male,27,6
0,0.0008068856538853118,9.53167652857316e-06,6.388629035114466e-05,0.01251320310541017,0.0178394027405527,0.01416304673359993,0.00017128539198181834,9.4567120660327e-06,male,32,6
0,0.0007800193169079984,9.214306610862622e-06,6.149308499603337e-05,0.012061794832537217,0.017221461328791765,0.013579217643567154,0.00016543933918414548,9.133189759146402e-06,male,42,6
0,0.0008167459544365172,1.1877933089008364e-05,0.00015317086693733163,0.010935676503660972,0.011109458813385568,0.01522506718452472,0.0002059861577853751,1.7852221669578494e-05,female,21,6
0,0.0008167459544365172,1.1877933089008364e-05,0.00015172868024752395,0.010880488861641469,0.01107518933999561,0.015006927700779361,0.00020503083331808924,1.7651400435507497e-05,female,27,6
0,0.0007981432808539067,1.1607394482859585e-05,0.00014899479899891215,0.01066360424760799,0.01085110936682955,0.014762970636043269,0.00020117430605116242,1.7437767310640308e-05,female,32,6
0,0.0007715680328787488,1.1220910759789896e-05,0.00014347238695413953,0.01028834480803261,0.010481407693273449,0.01418137677333762,0.00019428387642233473,1.6843276300550694e-05,female,42,6
0,0.0008429886701533223,5.269436634266889e-06,7.297053771166012e-05,0.00588210727951717,0.021291869824440708,0.018648793176951787,0.00023130040995746507,6.143342243290927e-06,male,21,7
0,0.0008429886701533223,5.269436634266889e-06,7.226001803806344e-05,0.0058624012619072656,0.021166996562192703,0.01837864421381675,0.0002305250011443467,6.013100733520757e-06,male,27,7
0,0.0008237882774491793,5.149416927846493e-06,7.101272068173856e-05,0.0057412694297856465,0.020787732405726896,0.018078602807707587,0.00022587302167497103,5.9305869222474465e-06,male,32,7
0,0.0007963591450146891,4.977960204388785e-06,6.835158575259814e-05,0.005542550182949088,0.020071323967595547,0.017335832735921763,0.00021816225457476626,5.704004053186995e-06,male,42,7
0,0.0008415383784826565,1.1746439831117229e-05,0.00010436632068390673,0.0056482768562841,0.012678211854871793,0.018796722110967043,0.00022791098172129928,2.098007339835164e-05,female,21,7
0,0.0008415383784826565,1.1746439831117229e-05,0.00010340257207386308,0.005634702985709622,0.012642559863746468,0.01853192442661989,0.00022719868488909183,2.0537958843963775e-05,female,27,7
0,0.0008223710184521404,1.1478896190712174e-05,0.00010153114571968129,0.005513875892032737,0.012383624981946235,0.01823138582272432,0.00022261027985386752,2.025687011937579e-05,female,32,7
0,0.0007949890755514031,1.109669099013352e-05,9.777761174287841e-05,0.005325253457013601,0.011962073586057073,0.017517209350833386,0.00021502488377957526,1.951213392792229e-05,female,42,7
0,0.000824239707580002,9.374016731553997e-06,0.00016888141871691873,-0.006710864687878291,0.019474067528592383,0.017540059013482656,0.0002083692538460377,1.4460580628826234e-05,male,21,8
0,0.000824239707580002,9.374016731553997e-06,0.00016731004589185482,-0.006567685800482607,0.0193675008353567,0.017298337307769886,0.00020776691214590966,1.4264422167903122e-05,male,27,8
0,0.000805466351984362,9.160508758275653e-06,0.0001644032422851971,-0.006513995977371401,0.019013616494770076,0.017017348652674267,0.00020348797959420642,1.4043178993783605e-05,male,32,8
0,0.0007786472725620192,8.855497367878017e-06,0.00015831228738980116,-0.006247329948995662,0.018359298010940873,0.016335151620085288,0.0001965526160875475,1.3518756887665134e-05,male,42,8
0,0.0008240045801526642,2.485956091910375e-05,5.067600243334759e-05,-0.004930799435844075,0.012206285399905389,0.017872032026022614,0.00021623922949327038,3.074505891770009e-05,female,21,8
0,0.0008240045801526642,2.485956091910375e-05,5.024307354429355e-05,-0.004834245517092867,0.012173952766033199,0.017632059472283895,0.00021562918123054506,3.0332616636665632e-05,female,27,8
0,0.0008052365799539593,2.4293345323332408e-05,4.9325835593748185e-05,-0.004782568420914283,0.01192280456538108,0.017347011388368687,0.00021121462510767102,2.986392478843841e-05,female,32,8
0,0.0007784251510986665,2.3484465900801917e-05,4.752475814251548e-05,-0.004589720000907368,0.011517149592873184,0.016678197951942038,0.0002040244537666166,2.8783279434789315e-05,female,42,8
0,0.0016296990264585225,1.317963760159784e-05,0.00034770584308971254,0.023225948857373238,0.008953222207450488,0.011485998053468989,0.00015840698952997103,1.948948727626158e-06,male,21,9
0,0.0016296990264585225,1.317963760159784e-05,0.0003437881447845584,0.022939450469075966,0.008890378773375623,0.011316846963035343,0.0001576407550371215,1.9092943273889524e-06,male,27,9
0,0.001592580068155237,1.2879450628025658e-05,0.00033806665220077926,0.022595309026421186,0.008740100101507718,0.011131545195550404,0.00015467005770017524,1.8755571074670159e-06,male,32,9
0,0.0015395529848648295,1.2450612094351105e-05,0.0003250826345783653,0.021729921126184753,0.008437061849663821,0.01067044728126681,0.00014935985458853812,1.7859856031921072e-06,male,42,9
0,0.0016299760309083657,4.4491661295336136e-05,0.0003340377961456953,0.018791543775440206,0.004814070693443623,0.011791884555880495,0.00015777423678526727,7.42035182558138e-06,female,21,9
0,0.0016299760309083657,4.4491661295336136e-05,0.0003304067941524414,0.018618658099588667,0.004800267697730466,0.011622063913184849,0.00015704713681206109,7.274468583849526e-06,female,27,9
0,0.001592850763393099,4.347829373871786e-05,0.0003246050361596559,0.018280836053174255,0.004702193762793281,0.011432993012726668,0.0001540889365473409,7.155315788013864e-06,female,32,9
0,0.0015398146669427183,4.203062580069173e-05,0.000312335626395477,0.017602281560607703,0.0045420982909122045,0.010981802828360728,0.00014881174302960507,6.859718146159692e-06,female,42,9
0,0.0008239066393320673,1.1581803815930234e-05,8.308897554580656e-05,0.024985476405526473,0.03433690139242844,0.023853513973697147,0.000305745860176845,7.45603901686129e-06,male,21,10
0,0.0008239066393320673,1.1581803815930234e-05,8.237049853272653e-05,0.02474828877265277,0.03415149924312735,0.023529770775036013,0.0003048918279439492,7.3728642217108765e-06,male,27,10
0,0.0008051408698895799,1.1318010019688872e-05,8.092601165046273e-05,0.02434925478091935,0.03352523963819687,0.023147996425550654,0.0002985859253771743,7.284470471180662e-06,male,32,10
0,0.0007783326278288835,1.0941161739344071e-05,7.796715511249804e-05,0.023461840829908945,0.0323718402913432,0.022226994813886042,0.0002884128727466011,7.039278943876284e-06,male,42,10
0,0.0008123058632007838,2.275831370865759e-05,5.488763104196843e-05,0.021798691495958457,0.0204700185550863,0.02428478524188615,0.00031613640704385317,5.114122637539073e-05,female,21,10
0,0.0008123058632007838,2.275831370865759e-05,5.4473488929562545e-05,0.02164439460400822,0.020420300081075256,0.02396368323669029,0.0003152771917654031,5.057377607222371e-05,female,27,10
0,0.0007938043196788568,2.2239957322668642e-05,5.345465700060277e-05,0.021248891132341335,0.019994937002725914,0.023576571789566254,0.00030879286305174726,4.996747595066081e-05,female,32,10
0,0.0007673735432189616,2.1499448199827284e-05,5.152614424933518e-05,0.020490367695750435,0.019315114061649617,0.022672424570228118,0.00029828436831800327,4.8287941864579825e-05,female,42,10
0,0.0010152682342904106,6.939884625698868e-06,0.00013660223618857075,0.025755930495938495,0.01039475016598764,0.011851135997390768,0.0001570223400915737,4.9471341086580295e-06,male,21,11
0,0.0010152682342904106,6.939884625698868e-06,0.00013522285523055434,0.02547285389557799,0.010333383384880162,0.011682438258166747,0.00015650161860580671,4.878570987037588e-06,male,27,11
0,0.000992143903574468,6.78181783921332e-06,0.00013290580723592877,0.02507034928755969,0.010148594825908522,0.01149290549311023,0.00015333833709194647,4.797254829923352e-06,male,32,11
0,0.0009591091454088365,6.556008144233963e-06,0.00012789646090800792,0.02412060364898507,0.0097987933680346,0.011024616142569997,0.00014810439441289322,4.608486691556455e-06,male,42,11
0,0.000995519365611719,4.738597802329981e-05,0.00014282801691091617,0.022724140507890567,0.005850220458657368,0.012201156468279082,0.00016207913092337563,1.2517911957557802e-05,female,21,11
0,0.000995519365611719,4.738597802329981e-05,0.0001414358186748217,0.022521477474382726,0.005834567338854812,0.012031310649045316,0.00016155882364747898,1.2348513233088945e-05,female,27,11
0,0.0009728448464383498,4.630668785140254e-05,0.0001389116109189665,0.02212290914362468,0.005714342894898317,0.011837340912863523,0.0001583085610965194,1.2143866829189013e-05,female,32,11
0,0.00094045267619068,4.476484474869212e-05,0.00013374513312745792,0.021307551578759926,0.005519904728748522,0.011375180273964489,0.00015291278441126132,1.1682349122293713e-05,female,42,11
0,0.0010601840580527569,2.592242498907074e-06,2.027965971130784e-05,0.029062913800746402,0.02861214811677361,0.01952353857427397,0.00023719764508114434,6.488245546819929e-07,male,21,12
0,0.0010601840580527569,2.592242498907074e-06,2.0094374416311765e-05,0.028773011507376507,0.02844673590959648,0.019245608978988003,0.00023645211852848082,6.458330026160589e-07,male,27,12
0,0.0010360366988129434,2.533200099257347e-06,1.9746321190910623e-05,0.02831800812034091,0.02793488713701009,0.01893337326870877,0.00023163603114734267,6.338064515809996e-07,male,32,12
0,0.001001540471327496,2.4488538140434506e-06,1.901642942557167e-05,0.027277101739196317,0.02697246294324347,0.018161890764649538,0.00022373432604024218,6.123869743366121e-07,male,42,12
0,0.0010622297312568938,6.747706612287117e-06,4.9951595332896136e-05,0.02519889902178563,0.017481918329780955,0.01989215755970322,0.0002471765025650118,1.6381809995524075e-05,female,21,12
0,0.0010622297312568938,6.747706612287117e-06,4.9539789425791895e-05,0.02500943407090019,0.017432635355062502,0.01961603338120814,0.00024641740495965096,1.6307883649849183e-05,female,27,12
0,0.0010380357785926913,6.594016982289255e-06,4.8627668714364685e-05,0.0245589840877333,0.01707570542169848,0.019299757107789865,0.00024142867336171596,1.600454936738257e-05,female,32,12
0,0.0010034729890724017,6.374460368006593e-06,4.6853173736889614e-05,0.02367622826432922,0.016494417853929536,0.01854700110621973,0.0002332034557114187,1.546428746020672e-05,female,42,12
0,0.0008972853880630464,1.0883226755161945e-05,6.17209915963637e-05,0.00953226545051405,0.03384407181176288,0.019029443011054057,0.0002523839653108893,3.370408522553155e-06,male,21,13
0,0.0008972853880630464,1.0883226755161945e-05,6.110236081103957e-05,0.009480994465992437,0.03359467599600402,0.01874302688558413,0.0002510859849836064,3.325412309946946e-06,male,27,13
0,0.0008768483022177925,1.0635344150109451e-05,6.00847782931895e-05,0.009301453052521202,0.033037296766803476,0.01843209591442417,0.00024642353620920004,3.271773591703068e-06,male,32,13
0,0.0008476524652960013,1.0281226142891597e-05,5.7842282433220386e-05,0.008975502524665606,0.03189003245875213,0.017655865780443706,0.00023795363787768912,3.1481480962417597e-06,male,42,13
0,0.0008734792925918544,2.8222369370721755e-05,5.2411672204170545e-05,0.008515248918865126,0.01940063397771781,0.019747554614739204,0.0002564846815403289,1.1432504851125389e-05,female,21,13
0,0.0008734792925918544,2.8222369370721755e-05,5.195606521221232e-05,0.008490008397728262,0.019337625878407656,0.019457129657667688,0.0002552035893734286,1.1281711839909052e-05,female,27,13
0,0.0008535844280100443,2.757956052388319e-05,5.0996229839810606e-05,0.008310920321253705,0.018949250957466978,0.019134839211169343,0.0002504868974185934,1.1100038148253652e-05,female,32,13
0,0.0008251631928931725,2.6661262171256666e-05,4.91140084639617e-05,0.0080246253102497,0.0183033095527688,0.018369533512453032,0.00024189730509197773,1.0693645502337267e-05,female,42,13
0,0.0009108875595168599,1.0012630817972478e-05,0.00012295482459835793,0.030527637865528482,0.020910064647753156,0.01846828602699947,0.00020526818167186206,2.155063299667708e-06,male,21,14
0,0.0009108875595168599,1.0012630817972478e-05,0.00012177897802559233,0.030189309093498096,0.02079086588354238,0.01820790962371097,0.00020465292579025993,2.1248630462583393e-06,male,27,14
0,0.000890140662825044,9.784577404547945e-06,0.00011967865361325955,0.02972527107316513,0.020415257417461363,0.017912520849553137,0.00020045772427297416,2.0889726157560664e-06,male,32,14
0,0.0008605022389795931,9.458786813941464e-06,0.00011521915839621982,0.028610130382873362,0.01971211179399174,0.017186186836442605,0.00019362308475363643,2.0040264033724255e-06,male,42,14
0,0.0009019031921587526,2.8863629310313392e-05,0.00028177920431136244,0.02643823183080872,0.01297311056042957,0.01879353968998758,0.000210200965284455,3.1051413308355535e-05,female,21,14
0,0.0009019031921587526,2.8863629310313392e-05,0.00027924818672114767,0.02620710822505183,0.012936795294461302,0.01853525563507462,0.0002095947324398583,3.062629064688932e-05,female,27,14
0,0.0008813609285629457,2.8206214759861574e-05,0.00027420201108719125,0.02574809663977093,0.012671683222873186,0.01823632239703702,0.00020531573562993695,3.011222746474014e-05,female,32,14
0,0.0008520148377117933,2.7267051116358967e-05,0.0002641191251568995,0.024806194763778946,0.012240343492701962,0.017527544245456623,0.00019832498344886972,2.8942695487749594e-05,female,42,14
0,0.0005731380170080608,5.296754137428847e-06,3.641533116810669e-05,0.030314451534152555,0.02132743498338141,0.011676273668338448,0.0001586654005015473,1.1140963035183468e-06,male,21,15
0,0.0005731380170080608,5.296754137428847e-06,3.606681221204369e-05,0.02995793356486812,0.021179833886439,0.01150613474447734,0.0001579067802730734,1.0973095773172513e-06,male,27,15
0,0.0005600838973148185,5.176112231912569e-06,3.5461092555052725e-05,0.029532875335914803,0.020819961813970084,0.011318093503931837,0.00015492312090810707,1.0879662896049516e-06,male,32,15
0,0.0005414351548959012,5.003766652603605e-06,3.415124876597266e-05,0.02844287981092958,0.020098405573527118,0.010851732268519083,0.00014960532915058046,1.0503110818476926e-06,male,42,15
0,0.0005704657636987819,9.74506305692837e-06,1.954471018676269e-05,0.02302584523701038,0.012059868572900197,0.011878827209948782,0.0001416189178930804,4.227200824986876e-06,female,21,15
0,0.0005704657636987819,9.74506305692837e-06,1.9382530831008834e-05,0.022852884819997567,0.01202427398180796,0.01171000430811519,0.00014116721026349144,4.163938916091605e-06,female,27,15
0,0.0005574725087772261,9.523103920056893e-06,1.9025033192339998e-05,0.022437245992176696,0.011779530742823554,0.011519862479965124,0.00013832453533534363,4.128561124586454e-06,female,32,15
0,0.0005389107160321464,9.206019438811937e-06,1.8329755229086605e-05,0.021631725858568405,0.011378366425379857,0.011067265865160379,0.00013361019967859215,3.98668085517403e-06,female,42,15
0,0.0009591263721456132,8.039047378168553e-06,0.00014046620049127498,0.017659510040622217,0.010145168433282177,0.00929609412268006,0.00010400783101274115,6.962396973377844e-07,male,21,16
0,0.0009591263721456132,8.039047378168553e-06,0.000138983311219733,0.017445053987749363,0.010074788810611681,0.009160157379509055,0.00010366408215539936,6.843180545085653e-07,male,27,16
0,0.0009372807606325352,7.855945431377295e-06,0.00013666115059844547,0.017190161289431984,0.009903754075168013,0.009010360478943593,0.00010156773316762417,6.768095903193408e-07,male,32,16
0,0.0009060727441852813,7.594371221675496e-06,0.0001314973537110757,0.01654177783332422,0.00956049487114158,0.00863843715762473,9.810102775407337e-05,6.50910904585361e-07,male,42,16
0,0.0009557457602064653,1.5967712767985426e-05,0.0001630395082914273,0.013909819993036962,0.00582222723631125,0.009566933967915551,0.00012219961655946706,2.0266071979724744e-05,female,21,16
0,0.0009557457602064653,1.5967712767985426e-05,0.00016147413160210133,0.013790672903251321,0.005804748003995555,0.009430011290736994,0.0001216301244083633,1.992272548428755e-05,female,27,16
0,0.0009339771474468821,1.5604022997781856e-05,0.00015856727004189323,0.013540888575019193,0.0056868657743171045,0.00927673805855174,0.00011934483561012158,1.9704178194272285e-05,female,32,16
0,0.0009028791292189061,1.5084466183205318e-05,0.00015267228821217,0.013044888594905244,0.0054931625375355345,0.008911410709843496,0.00011525684522401904,1.8975608329593598e-05,female,42,16
0,0.000497081984857984,7.204933078155234e-06,8.78308880012022e-05,0.028670643577647426,0.026425649131436642,0.0174228652517793,0.00018259836621566737,8.415253285915814e-06,male,21,17
0,0.000497081984857984,7.204933078155234e-06,8.698633937803996e-05,0.028337751730477534,0.02624790786322937,0.017173586700928195,0.00018206164606491922,8.30144537365461e-06,male,27,17
0,0.0004857601609078564,7.040829396331741e-06,8.551912301440664e-05,0.02793444807398041,0.02579736756252654,0.016894961205070738,0.00017832006076201438,8.1677108550516e-06,male,32,17
0,0.0004695861266933883,6.8063955651553235e-06,8.235144432881632e-05,0.02690267196782424,0.024904086877318956,0.016204779640444308,0.00017224144466386452,7.852854545861375e-06,male,42,17
0,0.0004948817522832348,1.114031404676542e-05,8.718396183919879e-05,0.022055985257128957,0.014119979537596302,0.017499384920547263,0.0002063877527329324,1.7446848509193743e-05,female,21,17
0,0.0004948817522832348,1.114031404676542e-05,8.64285392328565e-05,0.021890038839342332,0.014082308011632736,0.01725621959452183,0.00020574725441574264,1.7213761273247683e-05,female,27,17
0,0.00048361004209023265,1.088657587433367e-05,8.4851338752977e-05,0.02149520303952539,0.013792035719136614,0.016977999593077348,0.00020158795281511132,1.6936850283551266e-05,female,32,17
0,0.00046750759895737245,1.0524092770859741e-05,8.173798539009991e-05,0.020722082490963786,0.013322754662352568,0.01631555350855835,0.00019471936467114578,1.6309071148721974e-05,female,42,17
0,0.0016518174468278131,9.716231912142857e-06,0.0001319424343331509,0.01858467741690433,0.026934384198364206,0.030001295762143682,0.0003807005891370856,1.6091825516840688e-06,male,21,18
0,0.0016518174468278131,9.716231912142857e-06,0.0001304654545751614,0.018394910557479285,0.026734255944952448,0.02955562478547712,0.00037881873694259116,1.5843213375653998e-06,male,27,18
0,0.0016141947067156827,9.494929449935701e-06,0.00012830072854796363,0.01809261618067008,0.026292161771910915,0.029067911564691813,0.00037171618871281097,1.5709527590304766e-06,male,32,18
0,0.0015604479351269253,9.178783075354044e-06,0.0001233804058915863,0.017411854237811435,0.025378881984581915,0.02785396875552068,0.00035894925238542236,1.5160802156062101e-06,male,42,18
0,0.0016539955217784886,9.479393456868716e-06,0.00035110666918169715,0.015556246712410488,0.014193047456915036,0.030996408850123457,0.0003819907045203323,2.0367368677025256e-05,female,21,18
0,0.0016539955217784886,9.479393456868716e-06,0.0003474559607424248,0.015444052576557817,0.014149530664913946,0.030545810210593768,0.0003801778603358604,2.0056874144606166e-05,female,27,18
0,0.0016163231725839673,9.263485362948715e-06,0.0003412489067209013,0.015146266811873931,0.01386300810457328,0.03004463973189969,0.00037306454351598465,1.9888259269895754e-05,female,32,18
0,0.0015625055308775091,8.95504522877728e-06,0.00032838779143004425,0.01459421768185628,0.013390717673448859,0.02885172665396303,0.00036028211992506507,1.9197998936121917e-05,female,42,18
0,0.0006956213118419616,7.07335143688483e-06,0.00033960050778019703,0.012389138793222934,0.015453655539462253,0.005896655602726046,7.413923120218725e-05,3.7739496775825525e-06,male,21,19
0,0.0006956213118419616,7.07335143688483e-06,0.0003365605099938061,0.012271110490305997,0.01534645520427388,0.00581074625462194,7.388754970208902e-05,3.708897176137763e-06,male,27,19
0,0.0006797774424833053,6.912244733875523e-06,0.00033088501698412754,0.01208053117828664,0.015085921005369592,0.005715785546966782,7.239931610562516e-05,3.655463863515799e-06,male,32,19
0,0.0006571433433995105,6.682092301005082e-06,0.0003188330800155523,0.011646580263539201,0.0145630513147701,0.005480284405949922,6.992740945927761e-05,3.524679768427239e-06,male,42,19
0,0.000696004835567467,8.129828922224997e-06,0.000556632032784284,0.009800242385804238,0.008298101204392162,0.0060007106392838865,7.281373143000652e-05,1.0982444255140949e-05,female,21,19
