,psych,recur,ur,primary,am,sex,age,iter_num
0,0.0053450536415953435,0.011034539665730606,4.005800516850393e-05,0.000980770790663438,4.272467248170144e-06,female,42,6
0,0.0021516914230386213,0.0022610830885374353,8.328300710398835e-06,0.0007189945509554,8.073618707415732e-06,male,21,7
0,0.0021516387302073442,0.0022606889010189073,8.327296163233457e-06,0.0007189945509554,8.073618707415732e-06,male,27,7
0,0.0021025931548113684,0.002208909249026454,8.136892646774775e-06,0.0007026183193175873,7.889729344231643e-06,male,32,7
0,0.002032497391941964,0.0021347089907438987,7.864303206858717e-06,0.0006792237026921401,7.627030253968658e-06,male,42,7
0,0.002523848348106073,0.008765850489776067,2.4905044892335684e-05,0.0007189945509554,8.073618707415732e-06,female,21,7
0,0.0025180159201620145,0.008718372926207276,2.4784053106294006e-05,0.0007189945509554,8.073618707415732e-06,female,27,7
0,0.002465793908562567,0.008560555590372715,2.432342323887295e-05,0.0007026183193175873,7.889729344231643e-06,female,32,7
0,0.002382778044793041,0.008266502878540319,2.3490561977465953e-05,0.0006792237026921401,7.627030253968658e-06,female,42,7
0,-0.00032784838058367454,0.0018315394412685374,1.558608071995143e-05,0.00022893726157605993,1.0179384181215645e-06,male,21,8
0,-0.0003265575371237012,0.0018309855810650108,1.5582268762262636e-05,0.00022893726157605993,1.0179384181215645e-06,male,27,8
0,-0.00031827767320822994,0.0017889109452774148,1.5224804257509154e-05,0.00022372285540133406,9.94753269769555e-07,male,32,8
0,-0.0003053449426682435,0.0017283636953225958,1.4711108049397255e-05,0.00021627370372315425,9.616316292666842e-07,male,42,8
0,-0.0023648227206971625,0.0058183054677687735,4.302510470356291e-05,0.00022893726157605993,1.0179384181215645e-06,female,21,8
0,-0.0023162529534331952,0.005785108598433069,4.279662636100946e-05,0.00022893726157605993,1.0179384181215645e-06,female,27,8
0,-0.0023062149309553263,0.005681943455068581,4.201870480123165e-05,0.00022372285540133406,9.94753269769555e-07,female,32,8
0,-0.002221815401678465,0.005486610928484851,4.0577345315797944e-05,0.00021627370372315425,9.616316292666842e-07,female,42,8
0,0.005828365783534116,0.0022238713131170953,2.5901060959547863e-05,0.0011798532196461862,1.0489026502785535e-05,male,21,9
0,0.005826579874611066,0.0022231954483331925,2.5894315350771032e-05,0.0011798532196461862,1.0489026502785535e-05,male,27,9
0,0.005692705426704206,0.002172106082750742,2.530001439812133e-05,0.0011529802070512076,1.0250122428427082e-05,male,32,9
0,0.005499928319220694,0.0020985828933436593,2.444563960954831e-05,0.0011145901890583817,9.908830893629286e-06,male,42,9
0,0.008646562383536314,0.007037268543858862,7.394217122211276e-05,0.0011798532196461862,1.0489026502785535e-05,female,21,9
0,0.008579365094758202,0.006996905274967492,7.353931723803196e-05,0.0011798532196461862,1.0489026502785535e-05,female,27,9
0,0.008443058197710848,0.006872323387057886,7.221150891016636e-05,0.0011529802070512076,1.0250122428427082e-05,female,32,9
0,0.008151405279547226,0.00663604459143571,6.973271800773252e-05,0.0011145901890583817,9.908830893629286e-06,female,42,9
0,0.005278287062735155,0.00233089982162146,2.530734182889752e-05,0.0014791956242851195,1.1660340759172873e-05,male,21,10
0,0.005277550980895412,0.0023304870558452043,2.530529415226049e-05,0.0014791956242851195,1.1660340759172873e-05,male,27,10
0,0.005156806970155706,0.002277104024775731,2.472742550292758e-05,0.0014455046176582347,1.1394758160536614e-05,male,32,10
0,0.004983887295177728,0.0022006024166630975,2.3900707582149392e-05,0.001397374608191257,1.1015354448199102e-05,male,42,10
0,0.010477057890513444,0.009252310945643945,5.964355056821641e-05,0.0014791956242851195,1.1660340759172873e-05,female,21,10
0,0.010395582969026505,0.009202682380778364,5.9397349796130653e-05,0.0014791956242851195,1.1660340759172873e-05,female,27,10
0,0.010230466375758843,0.009035678017518298,5.8255820686607e-05,0.0014455046176582347,1.1394758160536614e-05,female,32,10
0,0.00987706196671517,0.008725392736356925,5.626933276317927e-05,0.001397374608191257,1.1015354448199102e-05,female,42,10
0,0.005641980256491276,0.0009665886378505739,2.73913043306835e-05,0.0011279050798215322,1.4260317959719162e-05,male,21,11
0,0.005641091947905227,0.0009664201444043385,2.738829453443028e-05,0.0011279050798215322,1.4260317959719162e-05,male,27,11
0,0.005511956150255517,0.0009442849139501255,2.676227712115354e-05,0.0011022152678082432,1.3935516791439227e-05,male,32,11
0,0.005326959647157626,0.0009125651315585704,2.5866215518598023e-05,0.001065515536360688,1.3471515122467885e-05,male,42,11
0,0.011915892359567052,0.003504343125490076,7.272317995649446e-05,0.0011279050798215322,1.4260317959719162e-05,female,21,11
0,0.01181756786846181,0.003487199229398473,7.241693876210327e-05,0.0011279050798215322,1.4260317959719162e-05,female,27,11
0,0.011634882935489706,0.0034224213540517204,7.102919633403899e-05,0.0011022152678082432,1.3935516791439227e-05,female,32,11
0,0.011232076223981625,0.0033051027441147037,6.860408398094562e-05,0.001065515536360688,1.3471515122467885e-05,female,42,11
0,0.006932685810021476,0.0037423472409163416,1.0671149579003706e-05,0.0018675967213176944,4.306125854075822e-06,male,21,12
0,0.006931636440479521,0.0037416776801627877,1.0670107675957199e-05,0.0018675967213176944,4.306125854075822e-06,male,27,12
0,0.006772988418008755,0.0036559643537391086,1.0426315564049629e-05,0.0018250592688798728,4.2080470656424255e-06,male,32,12
0,0.0065457378931453964,0.003533127213536795,1.0077434969495608e-05,0.0017642914796829844,4.067934510737571e-06,male,42,12
0,0.014344133108031731,0.01512223849935911,2.8379390852350512e-05,0.0018675967213176944,4.306125854075822e-06,female,21,12
0,0.014227981212379111,0.015038893051565298,2.824969705606991e-05,0.0018675967213176944,4.306125854075822e-06,female,27,12
0,0.01400607495680345,0.014767936845779227,2.7717648621898713e-05,0.0018250592688798728,4.2080470656424255e-06,female,32,12
0,0.013521522631392181,0.014260435849632384,2.6770192855095306e-05,0.0017642914796829844,4.067934510737571e-06,female,42,12
0,0.0036841648399747323,0.0017831527621970616,1.4114378658573583e-05,0.0013056187348969503,1.0265216022587214e-05,male,21,13
0,0.003684028116732296,0.0017828317560156597,1.4112695172880625e-05,0.0013056187348969503,1.0265216022587214e-05,male,27,13
0,0.0036000183757534943,0.0017419896878991615,1.3790022489488533e-05,0.0012758812149047205,1.0031409583894881e-05,male,32,13
0,0.003479924918452738,0.0016834571242186939,1.332808211006791e-05,0.001233399043487249,9.697400385762973e-06,male,42,13
0,0.004649808557670424,0.006958684310413428,4.1256950420907935e-05,0.0013056187348969503,1.0265216022587214e-05,female,21,13
0,0.004634675029248045,0.00692301050943675,4.1069862641802726e-05,0.0013056187348969503,1.0265216022587214e-05,female,27,13
0,0.0045424233197394704,0.006795842283028269,4.029446081849952e-05,0.0012758812149047205,1.0031409583894881e-05,female,32,13
0,0.0043888057938917275,0.006562616338448998,3.89163579959991e-05,0.001233399043487249,9.697400385762973e-06,female,42,13
0,0.006732960837774842,0.0022830703800232463,2.80621097155438e-05,0.0014027621116105414,1.0440263880984143e-05,male,21,14
0,0.00673175400862852,0.0022826706530325825,2.8059290622697057e-05,0.0014027621116105414,1.0440263880984143e-05,male,27,14
0,0.0065775432179812025,0.0022303862720915568,2.7418129988133258e-05,0.0013708119984393685,1.0202470452024637e-05,male,32,14
0,0.006356539990292107,0.002155461749749683,2.6500546158021e-05,0.0013251689796234072,9.862765553511053e-06,male,42,14
0,0.015256507842021861,0.008208743020208716,6.985318648100627e-05,0.0014027621116105414,1.0440263880984143e-05,female,21,14
0,0.015122927165749188,0.00817004273157125,6.958025092896009e-05,0.0014027621116105414,1.0440263880984143e-05,female,27,14
0,0.014895966141362777,0.008016910770381785,6.822785813162167e-05,0.0013708119984393685,1.0202470452024637e-05,female,32,14
0,0.01437905255999198,0.007742202566977073,6.590129077191598e-05,0.0013251689796234072,9.862765553511053e-06,female,42,14
0,0.009526604747518992,0.002744241652145149,7.531777152815113e-06,0.0014679829160768544,1.8431746956319707e-05,male,21,15
0,0.009523463415416478,0.0027433663842208926,7.530310385816001e-06,0.0014679829160768544,1.8431746956319707e-05,male,27,15
0,0.009304502503842866,0.002680295364872425,7.357812812520101e-06,0.0014345472965132818,1.801193493236882e-05,male,32,15
0,0.008989013702090978,0.0025894980862960658,7.110221654249263e-06,0.001386782125708178,1.7412203469581846e-05,male,42,15
0,0.014483683653688418,0.009030425083405465,1.806611315645451e-05,0.0014679829160768544,1.8431746956319707e-05,female,21,15
0,0.014365486696544444,0.008979796015542309,1.7981269368764615e-05,0.0014679829160768544,1.8431746956319707e-05,female,27,15
0,0.014142247218200628,0.008818843011006888,1.764474194620676e-05,0.0014345472965132818,1.801193493236882e-05,female,32,15
0,0.01365284038835503,0.008515770281595557,1.7041421282287167e-05,0.001386782125708178,1.7412203469581846e-05,female,42,15
0,0.004063645984059835,0.0015555176047026078,2.428473148094606e-05,0.0016999879462499146,1.0226645160309021e-05,male,21,16
0,0.004063042634430513,0.0015552405669309309,2.4282121611099055e-05,0.0016999879462499146,1.0226645160309021e-05,male,27,16
0,0.00397005824306928,0.0015196144712912773,2.372714528422032e-05,0.0016612680472572374,9.993717233664237e-06,male,32,16
0,0.0038368723869534986,0.0014685588764089081,2.2932803613530833e-05,0.001605953905839128,9.660963052743119e-06,male,42,16
0,0.008324960803308665,0.006067274955731284,6.678832005720922e-05,0.0016999879462499146,1.0226645160309021e-05,female,21,16
0,0.008258177653631378,0.006036773694774406,6.650097901780852e-05,0.0016999879462499146,1.0226645160309021e-05,female,27,16
0,0.008128822060353652,0.005925355176891127,6.523199045986266e-05,0.0016612680472572374,9.993717233664237e-06,female,32,16
0,0.007847696951402788,0.005722103052072991,6.30038618658472e-05,0.001605953905839128,9.660963052743119e-06,female,42,16
0,0.009051622045476911,0.005454620334243462,1.4234485636711624e-05,0.00058801581365845,5.532673966458332e-06,male,21,17
0,0.009048706426860741,0.00545297240441498,1.4231229089933807e-05,0.00058801581365845,5.532673966458332e-06,male,27,17
0,0.008840706082664997,0.005327665187764575,1.3904902490701896e-05,0.0005746228287486587,5.406658615812318e-06,male,32,17
0,0.008541068338656489,0.005147354587997621,1.3436152073741747e-05,0.0005554899931632428,5.226636686318013e-06,male,42,17
0,0.013652520985474835,0.017790875052983265,3.8612702390983025e-05,0.00058801581365845,5.532673966458332e-06,female,21,17
0,0.013542816809864902,0.017693039728868553,3.841936569424074e-05,0.00058801581365845,5.532673966458332e-06,female,27,17
0,0.01333084532587285,0.0173741301509497,3.771045293456164e-05,0.0005746228287486587,5.406658615812318e-06,female,32,17
0,0.012869786049899822,0.01677719513549428,3.6418392644196686e-05,0.0005554899931632428,5.226636686318013e-06,female,42,17
0,0.005450851896738499,0.0027343997581419956,4.637359820787726e-05,0.00256983947841633,1.2874247473931976e-05,male,21,18
0,0.005450352348690597,0.0027339187666430573,4.636899632937126e-05,0.00256983947841633,1.2874247473931976e-05,male,27,18
0,0.0053258458748122114,0.0026712969400650615,4.530949671731354e-05,0.002511307342790795,1.2581016240794696e-05,male,32,18
0,0.005147688860992631,0.002581557360907986,4.37932486035093e-05,0.0024276900061828885,1.2162114479170011e-05,male,42,18
0,0.008979040853840409,0.010893637847152632,0.00012443697868325478,0.00256983947841633,1.2874247473931976e-05,female,21,18
0,0.00892374722236602,0.010835563473195257,0.00012388135303529024,0.00256983947841633,1.2874247473931976e-05,female,27,18
0,0.008769126927190354,0.01063855391781,0.00012153610096808198,0.002511307342790795,1.2581016240794696e-05,female,32,18
0,0.00846848245109343,0.010273193507303335,0.00011738285493978354,0.0024276900061828885,1.2162114479170011e-05,female,42,18
0,0.003974727383462451,0.0022892884984936114,6.992951977546825e-05,0.0020209939064099987,1.183302577014474e-05,male,21,19
0,0.0039743255396488516,0.0022888937663257695,6.992265939105585e-05,0.0020209939064099987,1.183302577014474e-05,male,27,19
0,0.0038835095067967207,0.002236471304986008,6.832503276201154e-05,0.001974962591838838,1.1563509998807387e-05,male,32,19
0,0.003753538535932798,0.0021613524307746955,6.603871783357011e-05,0.0019092035710228947,1.1178487468325454e-05,male,42,19
0,0.006812854589791984,0.008859838572317176,0.00018412467025880866,0.0020209939064099987,1.183302577014474e-05,female,21,19
0,0.006768375577547377,0.008815852462829558,0.0001833601984359507,0.0020209939064099987,1.183302577014474e-05,female,27,19
0,0.006653335542934143,0.008652614516297636,0.0001798366157050242,0.001974962591838838,1.1563509998807387e-05,female,32,19
0,0.00642483385181958,0.008355839390677036,0.00017369794919248974,0.0019092035710228947,1.1178487468325454e-05,female,42,19
0,0.005043425724170222,0.004505547576299469,1.8183196112992428e-05,0.0006932166573749476,2.6391017175671653e-06,male,21,20
0,0.00504225963067284,0.004504132304968899,1.8179695723322966e-05,0.0006932166573749476,2.6391017175671653e-06,male,27,20
0,0.004926653608317786,0.004400593313084686,1.7763274198256005e-05,0.0006774275578035008,2.5789920255184553e-06,male,32,20
0,0.0047605045214554375,0.004251561775595995,1.716561944524969e-05,0.0006548717012728626,2.493121036877441e-06,male,42,20
0,0.00688354236572495,0.013704342036033544,4.093456851971642e-05,0.0006932166573749476,2.6391017175671653e-06,female,21,20
0,0.006839666488027891,0.013635099424809118,4.076331081401631e-05,0.0006932166573749476,2.6391017175671653e-06,female,27,20
0,0.0067224722194365195,0.01338378177013871,3.9981388417554355e-05,0.0006774275578035008,2.5789920255184553e-06,female,32,20
0,0.006491763043090156,0.012924686417753295,3.8616853031064585e-05,0.0006548717012728626,2.493121036877441e-06,female,42,20
0,0.007252508120208227,0.0010754672974520826,7.13207741248609e-06,0.0009802022972536376,2.3219006411239492e-05,male,21,21
0,0.007251347086675415,0.0010752685808914624,7.131161051588317e-06,0.0009802022972536376,2.3219006411239492e-05,male,27,21
0,0.007085335310937911,0.0010506320050622216,6.968066026685904e-06,0.0009578766484007889,2.269015702443252e-05,male,32,21
0,0.0068475001756796005,0.001015321289203593,6.73454002177714e-06,0.000925982864325291,2.193465790042256e-05,male,42,21
0,0.015452611606744925,0.004435104118049265,2.2624695659814786e-05,0.0009802022972536376,2.3219006411239492e-05,female,21,21
0,0.015324099923910104,0.004411961459204424,2.2517975678502178e-05,0.0009802022972536376,2.3219006411239492e-05,female,27,21
0,0.01508809857164618,0.004331285768601649,2.2096462063000356e-05,0.0009578766484007889,2.269015702443252e-05,female,32,21
0,0.014565582009545434,0.004182590282081478,2.1340073897470326e-05,0.000925982864325291,2.193465790042256e-05,female,42,21
0,0.004944879022169352,0.0064276648748457215,3.3113955415270505e-05,0.0008514415179001052,9.279823989016232e-06,male,21,22
0,0.0049438651945713456,0.006425718423853313,3.310667298536731e-05,0.0008514415179001052,9.279823989016232e-06,male,27,22
0,0.004830599581546795,0.006278055054374895,3.2347724476020855e-05,0.0008320485982950053,9.068461403583108e-06,male,32,22
0,0.004667924204419215,0.0060655707491638925,3.125776317263181e-05,0.0008043444274305763,8.766514852964358e-06,male,42,22
0,0.006544717318969858,0.020968967343921514,8.751862131496044e-05,0.0008514415179001052,9.279823989016232e-06,female,21,22
0,0.006506570655948441,0.020854623387701433,8.709081612013475e-05,0.0008514415179001052,9.279823989016232e-06,female,27,22
0,0.006391924186354134,0.02047788076377247,8.547479305853027e-05,0.0008320485982950053,9.068461403583108e-06,female,32,22
0,0.006173118832860423,0.01977447470783226,8.254810262526354e-05,0.0008043444274305763,8.766514852964358e-06,female,42,22
0,0.009529226048096445,0.0012478137272023421,2.4602702723220335e-05,0.0012122328073844721,1.2884226696463317e-05,male,21,23
0,0.009525702788925339,0.0012474234579317673,2.4597978097045104e-05,0.0012122328073844721,1.2884226696463317e-05,male,27,23
0,0.00930644174543501,0.0012187494544398337,2.403454900518398e-05,0.0011846222987564091,1.259076817083888e-05,male,32,23
0,0.008990197434265951,0.0011774778453070114,2.322591259045117e-05,0.0011451787150020337,1.2171541705661115e-05,male,42,23
0,0.015088992780200174,0.004172284505996719,6.00065436913958e-05,0.0012122328073844721,1.2884226696463317e-05,female,21,23
0,0.014956425289828556,0.004149687444332304,5.973298213512514e-05,0.0012122328073844721,1.2884226696463317e-05,female,27,23
0,0.01473236548609246,0.00407459411847374,5.8607597588336837e-05,0.0011846222987564091,1.259076817083888e-05,female,32,23
0,0.014221057976412467,0.003934670641967884,5.660467499744731e-05,0.0011451787150020337,1.2171541705661115e-05,female,42,23
0,0.004000802474366751,0.001408531349819484,1.7732478162104955e-05,0.0008539317670062207,1.023050459979437e-05,male,21,24
0,0.004000398392710525,0.0014082764261538492,1.77302950466325e-05,0.0008539317670062207,1.023050459979437e-05,male,27,24
0,0.003908986869471788,0.0013760138777630859,1.7324859649387603e-05,0.0008344821280613936,9.997488768345691e-06,male,32,24
0,0.0037781638961436404,0.0013297762157246018,1.674439615149201e-05,0.0008066969295687835,9.66460900913329e-06,male,42,24
0,0.006854735030507861,0.005557161889752999,5.326052338570209e-05,0.0008539317670062207,1.023050459979437e-05,female,21,24
0,0.006810008317474428,0.005527632085715524,5.300763602849138e-05,0.0008539317670062207,1.023050459979437e-05,female,27,24
0,0.00669423789055024,0.005427050550684098,5.201713044395555e-05,0.0008344821280613936,9.997488768345691e-06,female,32,24
0,0.00646433548566025,0.005240692049760075,5.023670000449337e-05,0.0008066969295687835,9.66460900913329e-06,female,42,24
0,0.00463257318523339,0.00212788831452151,2.882202019218138e-05,0.0022580504908993513,4.139854147591348e-06,male,21,25
0,0.00463172707362765,0.0021275004952050424,2.8819112361775557e-05,0.0022580504908993513,4.139854147591348e-06,male,27,25
0,0.004525612075293856,0.0020787590859833406,2.8160580554840605e-05,0.0022066198398051143,4.045562458763345e-06,male,32,25
0,0.0043735269773407665,0.002008902879351392,2.721812913926012e-05,0.0021331474810990614,3.910860046151913e-06,male,42,25
0,0.010608458060344057,0.00862619216203871,7.754565182094827e-05,0.0022580504908993513,4.139854147591348e-06,female,21,25
0,0.010514804239634534,0.008580920916723012,7.720621255619607e-05,0.0022580504908993513,4.139854147591348e-06,female,27,25
0,0.010357683829909734,0.00842430968752515,7.573888363916784e-05,0.0022066198398051143,4.045562458763345e-06,female,32,25
0,0.009998135077908154,0.00813516432725288,7.315222410515085e-05,0.0021331474810990614,3.910860046151913e-06,female,42,25
0,0.005522994736271608,0.0015816669480734954,3.995159758019675e-05,0.0012410485064203302,8.1508986048875e-06,male,21,26
0,0.005522099640888678,0.0015813716373085237,3.9946873785773446e-05,0.0012410485064203302,8.1508986048875e-06,male,27,26
0,0.005395669106003996,0.0015451369728476682,3.903355876019559e-05,0.0012127816749291944,7.965249070502862e-06,male,32,26
0,0.00521453331563743,0.0014932013632375247,3.7726074842789516e-05,0.0011724004870847153,7.700035449953376e-06,male,42,26
0,0.0118448403702849,0.006577547202924166,0.00011986575610945055,0.0012410485064203302,8.1508986048875e-06,female,21,26
0,0.011745764666864462,0.006541855957650552,0.00011929483853588928,0.0012410485064203302,8.1508986048875e-06,female,27,26
0,0.011565375874072858,0.0064234959703721615,0.00011706784589353227,0.0012127816749291944,7.965249070502862e-06,female,32,26
0,0.01116476577605598,0.006202840916892812,0.00011306152379415812,0.0011724004870847153,7.700035449953376e-06,female,42,26
0,0.006174503771734752,0.003123832198839318,3.8068353845330534e-05,0.001806264869896958,1.1983141220190171e-05,male,21,27
0,0.0061729960113207066,0.0031228749163285103,3.8060739306503554e-05,0.001806264869896958,1.1983141220190171e-05,male,27,27
0,0.006031412824197203,0.003051104681098013,3.718874064440491e-05,0.001765124346829891,1.1710206333396254e-05,male,32,27
0,0.005827861196127249,0.00294781594801144,3.5936984368018795e-05,0.0017063521710197944,1.132029935226208e-05,male,42,27
0,0.008553776990900968,0.009804649301242294,9.120976262260339e-05,0.001806264869896958,1.1983141220190171e-05,female,21,27
0,0.008497045423773884,0.009751741754417776,9.07889186554496e-05,0.001806264869896958,1.1983141220190171e-05,female,27,27
0,0.008353408632193918,0.009575099567280828,8.908273411756537e-05,0.001765124346829891,1.1710206333396254e-05,female,32,27
0,0.008066380724160263,0.0092463143428426,8.603730484563371e-05,0.0017063521710197944,1.132029935226208e-05,female,42,27
0,0.005896675785349882,0.0024358053143857155,9.08788497033995e-06,0.0016974529504284015,5.114555683086414e-06,male,21,28
0,0.005895713354503849,0.0024353505122064996,9.086827272099998e-06,0.0016974529504284015,5.114555683086414e-06,male,27,28
0,0.005760723828377183,0.0023795482417846535,8.879085284790078e-06,0.0016587907899522662,4.9980636339054885e-06,male,32,28
0,0.005567321733845573,0.00229956612189438,8.581695679047294e-06,0.0016035591321292165,4.8316464207898776e-06,male,42,28
0,0.012694095767691798,0.009961087465906487,2.6588851435640122e-05,0.0016974529504284015,5.114555683086414e-06,female,21,28
0,0.012587566882745403,0.009907371845773312,2.6463929173898278e-05,0.0016974529504284015,5.114555683086414e-06,female,27,28
0,0.012394559973445775,0.009727820822611618,2.5968394286838394e-05,0.0016587907899522662,4.9980636339054885e-06,female,32,28
0,0.011965173147429068,0.009393705884489718,2.5079987648105672e-05,0.0016035591321292165,4.8316464207898776e-06,female,42,28
0,0.00938147722604506,0.0023481742551797607,2.1037035206038648e-05,0.001659711962359565,2.2351300902495005e-05,male,21,29
0,0.009378491756832207,0.002347441518199847,2.1032160331721408e-05,0.001659711962359565,2.2351300902495005e-05,male,27,29
0,0.009162934470357325,0.0022934825512190057,2.0549844583871623e-05,0.0016219094122407463,2.1842214873262472e-05,male,32,29
